dataset_name,image_name,I1,I2,I3,I4,I5,I6
culane,culane_driver_100_30frame_05251551_0440.MP4_04200.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251551_0440.MP4_04500.jpg,0.524,0.637,0.551,0.632,0.004,3
culane,culane_driver_100_30frame_05251551_0440.MP4_04800.jpg,0.564,1,0.649,0.608,0.144,2
culane,culane_driver_100_30frame_05251606_0445.MP4_00000.jpg,0.673,1,0.637,0.478,0.004,4
culane,culane_driver_100_30frame_05251606_0445.MP4_00600.jpg,0.625,0.95,0.625,0.561,0.012,4
culane,culane_driver_100_30frame_05251606_0445.MP4_00900.jpg,0.492,0.774,0.598,0.599,0.003,4
culane,culane_driver_100_30frame_05251606_0445.MP4_01200.jpg,0.729,0.739,0.631,0.457,0.004,4
culane,culane_driver_100_30frame_05251606_0445.MP4_01800.jpg,0.752,0.638,0.619,0.6,0.012,4
culane,culane_driver_100_30frame_05251606_0445.MP4_02400.jpg,0.848,0.761,0.663,0.534,0.011,4
culane,culane_driver_100_30frame_05251606_0445.MP4_02700.jpg,0.547,0.911,0.668,0.479,0.004,4
culane,culane_driver_100_30frame_05251606_0445.MP4_04500.jpg,0.511,0.787,0.622,0.556,0.003,4
culane,culane_driver_100_30frame_05251606_0445.MP4_04800.jpg,0.863,0.769,0.533,0.555,0.44,2
culane,culane_driver_100_30frame_05251609_0446.MP4_00300.jpg,0.679,0.854,0.678,0.508,0.12,3
culane,culane_driver_100_30frame_05251609_0446.MP4_01200.jpg,0.797,0.952,0.536,0.564,0.151,3
culane,culane_driver_100_30frame_05251609_0446.MP4_01500.jpg,0.687,0.97,0.619,0.533,0.004,4
culane,culane_driver_100_30frame_05251609_0446.MP4_01800.jpg,0.582,0.967,0.612,0.573,0.427,2
culane,culane_driver_100_30frame_05251609_0446.MP4_02400.jpg,0.61,1,0.638,0.547,0.125,3
culane,culane_driver_100_30frame_05251609_0446.MP4_02700.jpg,0.662,1,0.636,0.536,0.003,3
culane,culane_driver_100_30frame_05251609_0446.MP4_03000.jpg,0.843,0.595,0.567,0.645,0.023,4
culane,culane_driver_100_30frame_05251609_0446.MP4_03900.jpg,0.433,0.881,0.58,0.534,0.003,4
culane,culane_driver_100_30frame_05251609_0446.MP4_04500.jpg,0.569,0.814,0.728,0.479,0.011,4
culane,culane_driver_100_30frame_05251609_0446.MP4_04800.jpg,0.687,0.779,0.607,0.463,0.007,4
culane,culane_driver_100_30frame_05251609_0446.MP4_05100.jpg,0.753,0.866,0.649,0.543,0.01,4
culane,culane_driver_100_30frame_05251624_0451.MP4_00600.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_00900.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_01200.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_01500.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_01800.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_02400.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_03000.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251624_0451.MP4_03300.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251627_0452.MP4_00300.jpg,0.654,0.753,0.695,0.592,0.005,4
culane,culane_driver_100_30frame_05251627_0452.MP4_00600.jpg,0.752,0.845,0.574,0.541,0.004,3
culane,culane_driver_100_30frame_05251627_0452.MP4_00900.jpg,0.879,0.768,0.45,0.524,0.016,3
culane,culane_driver_100_30frame_05251627_0452.MP4_01500.jpg,0.713,0.922,0.43,0.572,0.016,3
culane,culane_driver_100_30frame_05251627_0452.MP4_02400.jpg,0.71,0.926,0.409,0.597,0.016,3
culane,culane_driver_100_30frame_05251627_0452.MP4_02700.jpg,0.698,0.921,0.455,0.527,0.016,3
culane,culane_driver_100_30frame_05251627_0452.MP4_03000.jpg,0.714,0.941,0.429,0.601,0.016,3
culane,culane_driver_100_30frame_05251627_0452.MP4_03900.jpg,0.704,0.836,0.423,0.474,0.004,3
culane,culane_driver_100_30frame_05251627_0452.MP4_04500.jpg,0.355,1,0.705,0.445,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_00600.jpg,0.624,1,0.555,0.416,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_00900.jpg,0.544,0.941,0.669,0.516,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_01200.jpg,0.693,0.852,0.589,0.548,0.005,3
culane,culane_driver_100_30frame_05251642_0457.MP4_01500.jpg,0.621,0.949,0.573,0.44,0.004,3
culane,culane_driver_100_30frame_05251642_0457.MP4_01800.jpg,0.604,1,0.511,0.487,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_02100.jpg,0.511,1,0.602,0.391,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_02400.jpg,0.608,0.975,0.587,0.463,0.004,3
culane,culane_driver_100_30frame_05251642_0457.MP4_03000.jpg,0.555,0.97,0.593,0.548,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_03300.jpg,0.743,1,0.661,0.585,0.007,3
culane,culane_driver_100_30frame_05251642_0457.MP4_03900.jpg,0.531,1,0.554,0.446,0.003,3
culane,culane_driver_100_30frame_05251642_0457.MP4_04200.jpg,0.496,1,0.589,0.481,0.004,3
culane,culane_driver_100_30frame_05251642_0457.MP4_04500.jpg,0.869,0.789,0.536,0.56,0.004,3
culane,culane_driver_100_30frame_05251642_0457.MP4_05100.jpg,0.507,1,0.624,0.43,0.004,3
culane,culane_driver_100_30frame_05251645_0458.MP4_00000.jpg,0.51,1,0.585,0.464,0.004,3
culane,culane_driver_100_30frame_05251645_0458.MP4_00600.jpg,0.676,0.776,0.617,0.505,0.005,3
culane,culane_driver_100_30frame_05251645_0458.MP4_00900.jpg,0.634,0.788,0.663,0.519,0.004,3
culane,culane_driver_100_30frame_05251645_0458.MP4_01200.jpg,0.338,1,0.704,0.536,0.005,3
culane,culane_driver_100_30frame_05251645_0458.MP4_01800.jpg,0.544,1,0.649,0.467,0.011,3
culane,culane_driver_100_30frame_05251645_0458.MP4_02100.jpg,0.558,1,0.731,0.565,0.006,3
culane,culane_driver_100_30frame_05251645_0458.MP4_02400.jpg,0.457,1,0.605,0.471,0.018,3
culane,culane_driver_100_30frame_05251645_0458.MP4_02700.jpg,0.433,1,0.663,0.527,0.007,3
culane,culane_driver_100_30frame_05251645_0458.MP4_03300.jpg,0.608,0.83,0.576,0.582,0.004,3
culane,culane_driver_100_30frame_05251645_0458.MP4_03600.jpg,0.51,0.841,0.506,0.541,0.003,3
culane,culane_driver_100_30frame_05251645_0458.MP4_03900.jpg,0.461,1,0.733,0.573,0.004,3
culane,culane_driver_100_30frame_05251645_0458.MP4_04800.jpg,0.54,1,0.652,0.56,0.004,3
culane,culane_driver_100_30frame_05251645_0458.MP4_05100.jpg,0.556,1,0.701,0.512,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_00000.jpg,0.528,0.873,0.399,0.529,0.003,4
culane,culane_driver_100_30frame_05251700_0463.MP4_00300.jpg,0.521,0.884,0.448,0.569,0.098,3
culane,culane_driver_100_30frame_05251700_0463.MP4_00600.jpg,0.484,1,0.437,0.448,0.028,3
culane,culane_driver_100_30frame_05251700_0463.MP4_00900.jpg,0.51,1,0.559,0.492,0.06,3
culane,culane_driver_100_30frame_05251700_0463.MP4_01200.jpg,0.684,0.925,0.489,0.582,0.003,2
culane,culane_driver_100_30frame_05251700_0463.MP4_02400.jpg,0.643,0.744,0.44,0.469,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_02700.jpg,0.669,0.757,0.408,0.544,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_03000.jpg,0.673,0.761,0.409,0.559,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_03300.jpg,0.683,0.757,0.423,0.477,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_04200.jpg,0.714,0.741,0.409,0.485,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_04500.jpg,0.649,0.743,0.438,0.565,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_04800.jpg,0.659,0.727,0.438,0.582,0.004,3
culane,culane_driver_100_30frame_05251700_0463.MP4_05100.jpg,0.548,0.765,0.443,0.559,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_00300.jpg,0.555,0.756,0.447,0.579,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_01500.jpg,0.509,0.709,0.443,0.589,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_02100.jpg,0.521,0.757,0.437,0.585,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_02400.jpg,0.566,0.85,0.4,0.574,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_02700.jpg,0.548,0.765,0.46,0.499,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_03600.jpg,0.521,0.781,0.453,0.546,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_03900.jpg,0.546,0.93,0.502,0.534,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_04200.jpg,0.559,0.76,0.427,0.535,0.155,2
culane,culane_driver_100_30frame_05251703_0464.MP4_04500.jpg,0.571,0.771,0.469,0.594,0.155,2
culane,culane_driver_100_30frame_05251718_0469.MP4_00000.jpg,0.411,0.93,0.684,0.5,0.012,3
culane,culane_driver_100_30frame_05251718_0469.MP4_00600.jpg,0.815,0.983,0.566,0.581,0.016,4
culane,culane_driver_100_30frame_05251718_0469.MP4_02700.jpg,0.658,0.758,0.572,0.453,0.004,3
culane,culane_driver_100_30frame_05251718_0469.MP4_03000.jpg,0.815,0.622,0.496,0.599,0.003,3
culane,culane_driver_100_30frame_05251718_0469.MP4_03300.jpg,0.931,0.447,0.393,0.587,0.003,3
culane,culane_driver_100_30frame_05251718_0469.MP4_03600.jpg,0.65,0.919,0.363,0.533,0.003,3
culane,culane_driver_100_30frame_05251718_0469.MP4_03900.jpg,0.604,1,0.459,0.513,0.004,3
culane,culane_driver_100_30frame_05251718_0469.MP4_04200.jpg,0.648,0.938,0.401,0.556,0.004,3
culane,culane_driver_100_30frame_05251718_0469.MP4_04800.jpg,0.647,0.843,0.447,0.49,0.004,3
culane,culane_driver_100_30frame_05251718_0469.MP4_05100.jpg,0.664,0.683,0.505,0.55,0.004,3
culane,culane_driver_100_30frame_05251721_0470.MP4_01500.jpg,0.738,1,0.463,0.569,0.21,2
culane,culane_driver_100_30frame_05251721_0470.MP4_01800.jpg,0.75,1,0.466,0.561,0.21,2
culane,culane_driver_100_30frame_05251721_0470.MP4_02100.jpg,0.752,0.739,0.497,0.493,0.01,3
culane,culane_driver_100_30frame_05251721_0470.MP4_02400.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251721_0470.MP4_02700.jpg,0.526,0.754,0.524,0.6,0.004,3
culane,culane_driver_100_30frame_05251721_0470.MP4_03000.jpg,0.884,0.591,0.439,0.528,0.003,3
culane,culane_driver_100_30frame_05251721_0470.MP4_04200.jpg,0.812,0.812,0.631,0.518,0.015,3
culane,culane_driver_100_30frame_05251721_0470.MP4_05100.jpg,0.785,1,0.567,0.467,0.012,4
culane,culane_driver_100_30frame_05251736_0475.MP4_00000.jpg,0.742,0.618,0.47,0.562,0.004,3
culane,culane_driver_100_30frame_05251736_0475.MP4_00300.jpg,0.601,0.767,0.61,0.576,0.003,3
culane,culane_driver_100_30frame_05251736_0475.MP4_00600.jpg,0.429,1,0.653,0.646,0.004,3
culane,culane_driver_100_30frame_05251736_0475.MP4_00900.jpg,0.455,0.973,0.618,0.599,0.004,3
culane,culane_driver_100_30frame_05251736_0475.MP4_01200.jpg,0.683,0.888,0.545,0.488,0.004,3
culane,culane_driver_100_30frame_05251736_0475.MP4_02100.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251736_0475.MP4_02400.jpg,0.655,0.658,0.598,0.526,0.02,4
culane,culane_driver_100_30frame_05251736_0475.MP4_02700.jpg,0.761,0.664,0.667,0.588,0.021,3
culane,culane_driver_100_30frame_05251736_0475.MP4_03000.jpg,0.796,0.591,0.641,0.566,0.217,2
culane,culane_driver_100_30frame_05251736_0475.MP4_04200.jpg,0.427,0.664,0.28,0.531,0.003,2
culane,culane_driver_100_30frame_05251736_0475.MP4_04500.jpg,0.464,0.751,0.456,0.535,0.003,2
culane,culane_driver_100_30frame_05251736_0475.MP4_05100.jpg,0.5,0.691,0.134,0.556,0.003,2
culane,culane_driver_100_30frame_05251739_0476.MP4_00600.jpg,0.535,0.625,0,0.729,0.004,2
culane,culane_driver_100_30frame_05251739_0476.MP4_00900.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251739_0476.MP4_01500.jpg,0.581,0.658,0.261,0.586,0.003,2
culane,culane_driver_100_30frame_05251739_0476.MP4_02100.jpg,0.43,0.612,0.478,0.568,0.005,4
culane,culane_driver_100_30frame_05251739_0476.MP4_02400.jpg,0.481,0.708,0.363,0.593,0.005,4
culane,culane_driver_100_30frame_05251739_0476.MP4_03300.jpg,0.577,0.969,0.598,0.518,0.004,4
culane,culane_driver_100_30frame_05251739_0476.MP4_03600.jpg,0.546,0.906,0.497,0.52,0.004,4
culane,culane_driver_100_30frame_05251739_0476.MP4_03900.jpg,0.605,0.81,0.469,0.581,0.004,4
culane,culane_driver_100_30frame_05251754_0481.MP4_00000.jpg,0.576,0.596,0,0.593,0.003,2
culane,culane_driver_100_30frame_05251754_0481.MP4_00300.jpg,0.524,0.69,0.275,0.677,0.003,2
culane,culane_driver_100_30frame_05251754_0481.MP4_00600.jpg,0.533,0.584,0.05,0.631,0.003,2
culane,culane_driver_100_30frame_05251754_0481.MP4_00900.jpg,0.629,0.678,0.062,0.572,0.003,2
culane,culane_driver_100_30frame_05251754_0481.MP4_01200.jpg,0.416,0.702,0.313,0.594,0.002,2
culane,culane_driver_100_30frame_05251754_0481.MP4_01500.jpg,0.565,0.716,0.17,0.557,0.002,2
culane,culane_driver_100_30frame_05251754_0481.MP4_01800.jpg,0.492,0.805,0.371,0.582,0.006,3
culane,culane_driver_100_30frame_05251754_0481.MP4_02700.jpg,0.472,0.942,0.546,0.544,0.007,4
culane,culane_driver_100_30frame_05251754_0481.MP4_04200.jpg,0.663,0.554,0.242,0.59,0.004,4
culane,culane_driver_100_30frame_05251754_0481.MP4_04500.jpg,0.566,0.804,0.626,0.551,0.082,3
culane,culane_driver_100_30frame_05251754_0481.MP4_04800.jpg,0.477,0.821,0.576,0.492,0.067,3
culane,culane_driver_100_30frame_05251754_0481.MP4_05100.jpg,0.547,1,0.656,0.529,0.276,2
culane,culane_driver_100_30frame_05251757_0482.MP4_00000.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251757_0482.MP4_00300.jpg,0.559,0.871,0.374,0.574,0.004,3
culane,culane_driver_100_30frame_05251757_0482.MP4_00600.jpg,0.684,0.619,0.191,0.589,0.003,2
culane,culane_driver_100_30frame_05251757_0482.MP4_00900.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251757_0482.MP4_01500.jpg,0.544,0.707,0.701,0.531,0.005,4
culane,culane_driver_100_30frame_05251757_0482.MP4_01800.jpg,0.562,0.954,0.543,0.553,0.006,4
culane,culane_driver_100_30frame_05251757_0482.MP4_02700.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251757_0482.MP4_03300.jpg,0.419,0.605,0.597,0.705,0.004,3
culane,culane_driver_100_30frame_05251757_0482.MP4_03600.jpg,0.654,0.982,0.629,0.545,0.009,4
culane,culane_driver_100_30frame_05251757_0482.MP4_03900.jpg,0.608,0.924,0.5,0.523,0.015,4
culane,culane_driver_100_30frame_05251757_0482.MP4_04200.jpg,0.556,1,0.502,0.523,0.015,4
culane,culane_driver_100_30frame_05251757_0482.MP4_04800.jpg,0.533,0.944,0.439,0.637,0.015,4
culane,culane_driver_100_30frame_05251757_0482.MP4_05100.jpg,0.5,0.941,0.454,0.648,0.015,4
culane,culane_driver_100_30frame_05251910_0487.MP4_00000.jpg,0.635,0.754,0.525,0.545,0.249,1
culane,culane_driver_100_30frame_05251910_0487.MP4_00300.jpg,0.491,0.924,0.731,0.566,0.014,4
culane,culane_driver_100_30frame_05251910_0487.MP4_01200.jpg,0.757,0.661,0.576,0.587,0.016,4
culane,culane_driver_100_30frame_05251910_0487.MP4_01500.jpg,0.719,0.667,0.507,0.568,0.004,4
culane,culane_driver_100_30frame_05251910_0487.MP4_01800.jpg,0.607,0.664,0.366,0.624,0.116,3
culane,culane_driver_100_30frame_05251910_0487.MP4_03000.jpg,0.449,0.66,0.48,0.516,0.044,3
culane,culane_driver_100_30frame_05251910_0487.MP4_03300.jpg,0.472,0.779,0.485,0.486,0.087,3
culane,culane_driver_100_30frame_05251910_0487.MP4_03600.jpg,0.546,0.802,0.458,0.535,0.039,3
culane,culane_driver_100_30frame_05251910_0487.MP4_03900.jpg,0.736,0.842,0.517,0.452,0.008,3
culane,culane_driver_100_30frame_05251910_0487.MP4_04800.jpg,0.219,1,0.797,0.416,0.004,3
culane,culane_driver_100_30frame_05251910_0487.MP4_05100.jpg,0.5,1,0.43,0.541,0.004,3
culane,culane_driver_100_30frame_05251913_0488.MP4_00000.jpg,0.552,0.891,0.596,0.505,0.014,3
culane,culane_driver_100_30frame_05251913_0488.MP4_00600.jpg,0.5,0.89,0.479,0.432,0.008,3
culane,culane_driver_100_30frame_05251913_0488.MP4_00900.jpg,0.478,0.54,0.446,0.579,0.055,3
culane,culane_driver_100_30frame_05251913_0488.MP4_01200.jpg,0.557,0.575,0.344,0.54,0.015,2
culane,culane_driver_100_30frame_05251913_0488.MP4_02100.jpg,0.632,0.84,0.621,0.5,0.047,2
culane,culane_driver_100_30frame_05251913_0488.MP4_03300.jpg,0.567,0.663,0.588,0.472,0.007,4
culane,culane_driver_100_30frame_05251913_0488.MP4_04800.jpg,0.64,0.7,0.494,0.554,0.153,3
culane,culane_driver_100_30frame_05251913_0488.MP4_05100.jpg,0.698,0.617,0.604,0.494,0.129,3
culane,culane_driver_100_30frame_05251928_0493.MP4_00000.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251928_0493.MP4_00600.jpg,0.48,0.744,0.681,0.667,0.005,4
culane,culane_driver_100_30frame_05251928_0493.MP4_01200.jpg,0.319,0.654,0.525,0.64,0.002,3
culane,culane_driver_100_30frame_05251928_0493.MP4_02100.jpg,0.457,0.65,0.507,0.614,0.005,3
culane,culane_driver_100_30frame_05251928_0493.MP4_02400.jpg,0.309,1,0.41,0.69,0.003,3
culane,culane_driver_100_30frame_05251928_0493.MP4_02700.jpg,0.389,0.633,0.55,0.7,0.004,4
culane,culane_driver_100_30frame_05251928_0493.MP4_03000.jpg,0.494,0.769,0.263,0.62,0.005,4
culane,culane_driver_100_30frame_05251928_0493.MP4_03600.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251928_0493.MP4_04200.jpg,0.233,1,0.706,0.518,0.004,4
culane,culane_driver_100_30frame_05251928_0493.MP4_04500.jpg,0.299,1,0.679,0.64,0.004,4
culane,culane_driver_100_30frame_05251928_0493.MP4_04800.jpg,0.471,1,0.676,0.474,0.038,3
culane,culane_driver_100_30frame_05251931_0494.MP4_00600.jpg,0.31,0.947,0.38,0.698,0.003,3
culane,culane_driver_100_30frame_05251931_0494.MP4_00900.jpg,0.362,0.827,0.698,0.449,0.003,3
culane,culane_driver_100_30frame_05251931_0494.MP4_01800.jpg,0.432,0.749,0.522,0.646,0.161,2
culane,culane_driver_100_30frame_05251931_0494.MP4_02100.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251931_0494.MP4_03000.jpg,0.235,0.398,0.388,0.72,0.004,4
culane,culane_driver_100_30frame_05251931_0494.MP4_03300.jpg,0.282,0.929,0.576,0.629,0.013,3
culane,culane_driver_100_30frame_05251931_0494.MP4_04500.jpg,0.355,1,0.814,0.748,0.028,2
culane,culane_driver_100_30frame_05251931_0494.MP4_04800.jpg,0.595,0.788,0.535,0.649,0.049,2
culane,culane_driver_100_30frame_05251947_0499.MP4_00000.jpg,0.316,1,0.537,0.606,0.004,4
culane,culane_driver_100_30frame_05251947_0499.MP4_00300.jpg,0.398,1,0.666,0.542,0.007,4
culane,culane_driver_100_30frame_05251947_0499.MP4_00600.jpg,0.403,1,0.606,0.543,0.016,3
culane,culane_driver_100_30frame_05251947_0499.MP4_01500.jpg,0.354,1,0.671,0.645,0.007,3
culane,culane_driver_100_30frame_05251947_0499.MP4_01800.jpg,0.336,1,0.642,0.528,0.021,3
culane,culane_driver_100_30frame_05251947_0499.MP4_02400.jpg,0.407,1,0.751,0.519,0.12,3
culane,culane_driver_100_30frame_05251947_0499.MP4_02700.jpg,0.274,1,0.752,0.636,0.005,4
culane,culane_driver_100_30frame_05251947_0499.MP4_04200.jpg,0.257,0.76,0.318,0.66,0.015,3
culane,culane_driver_100_30frame_05251950_0500.MP4_00000.jpg,0.508,1,0.56,0.547,0.143,3
culane,culane_driver_100_30frame_05251950_0500.MP4_00300.jpg,0.584,1,0.726,0.624,0.216,1
culane,culane_driver_100_30frame_05251950_0500.MP4_00600.jpg,0.363,1,0.591,0.525,0.027,4
culane,culane_driver_100_30frame_05251950_0500.MP4_01500.jpg,0.404,1,0.752,0.519,0.095,3
culane,culane_driver_100_30frame_05251950_0500.MP4_02400.jpg,,,,,NA,
culane,culane_driver_100_30frame_05251950_0500.MP4_02700.jpg,0.181,1,0.842,0.582,0.003,3
culane,culane_driver_100_30frame_05251950_0500.MP4_03000.jpg,0.333,1,0.728,0.648,0.003,3
culane,culane_driver_100_30frame_05251950_0500.MP4_03300.jpg,0.359,1,0.73,0.664,0.455,2
culane,culane_driver_100_30frame_05251950_0500.MP4_03900.jpg,0.399,1,0.752,0.589,0.004,3
culane,culane_driver_100_30frame_05251950_0500.MP4_04800.jpg,0.541,0.983,0.385,0.6,0.004,4
culane,culane_driver_100_30frame_05251950_0500.MP4_05100.jpg,0.537,1,0.57,0.642,0.005,4
culane,culane_driver_100_30frame_05252005_0505.MP4_00000.jpg,0.36,1,0.332,0.75,0.016,2
culane,culane_driver_100_30frame_05252005_0505.MP4_00600.jpg,0.265,1,0.271,0.705,0.003,2
culane,culane_driver_100_30frame_05252005_0505.MP4_01200.jpg,0.255,1,0.57,0.69,0.004,2
culane,culane_driver_100_30frame_05252005_0505.MP4_01800.jpg,0.533,0.903,0.512,0.666,0.132,2
culane,culane_driver_100_30frame_05252005_0505.MP4_02100.jpg,0.318,1,0.739,0.598,0.138,3
culane,culane_driver_100_30frame_05252005_0505.MP4_02400.jpg,0.338,1,0.382,0.631,0.003,3
culane,culane_driver_100_30frame_05252005_0505.MP4_02700.jpg,0.398,1,0.489,0.665,0.004,3
culane,culane_driver_100_30frame_05252005_0505.MP4_03000.jpg,0.342,1,0.499,0.584,0.003,3
culane,culane_driver_100_30frame_05252005_0505.MP4_03900.jpg,0.283,1,0.577,0.695,0.003,4
culane,culane_driver_100_30frame_05252005_0505.MP4_04200.jpg,0.378,1,0.47,0.611,0.004,4
culane,culane_driver_100_30frame_05252005_0505.MP4_05100.jpg,0.477,1,0.472,0.546,0.01,4
culane,culane_driver_100_30frame_05252008_0506.MP4_00300.jpg,0.258,1,0.516,0.633,0.042,2
culane,culane_driver_100_30frame_05252008_0506.MP4_00600.jpg,0.177,1,0.565,0.67,0.042,2
culane,culane_driver_100_30frame_05252008_0506.MP4_00900.jpg,0.213,1,0.561,0.744,0.042,2
culane,culane_driver_100_30frame_05252008_0506.MP4_01500.jpg,,,,,NA,
culane,culane_driver_100_30frame_05252008_0506.MP4_03000.jpg,0.265,1,0.544,0.462,0.004,4
culane,culane_driver_100_30frame_05252008_0506.MP4_03600.jpg,0.415,1,0.411,0.559,0.004,4
culane,culane_driver_100_30frame_05252008_0506.MP4_03900.jpg,0.444,1,0.565,0.578,0.005,4
culane,culane_driver_100_30frame_05252008_0506.MP4_04500.jpg,0.204,1,0.782,0.603,0.004,4
culane,culane_driver_100_30frame_05252008_0506.MP4_04800.jpg,0.326,1,0.403,0.688,0.003,4
culane,culane_driver_100_30frame_05252023_0511.MP4_00300.jpg,0.233,1,0.555,0.665,0.004,4
culane,culane_driver_100_30frame_05252023_0511.MP4_00600.jpg,0.568,1,0.381,0.533,0.003,3
culane,culane_driver_100_30frame_05252023_0511.MP4_00900.jpg,0.561,1,0.496,0.579,0.003,3
culane,culane_driver_100_30frame_05252023_0511.MP4_01500.jpg,0.387,1,0.69,0.708,0.012,4
culane,culane_driver_100_30frame_05252023_0511.MP4_01800.jpg,0.508,0.958,0.433,0.536,0.073,4
culane,culane_driver_100_30frame_05252023_0511.MP4_02100.jpg,0.569,1,0.451,0.657,0.003,4
culane,culane_driver_100_30frame_05252023_0511.MP4_02700.jpg,0.431,1,0.78,0.457,0.003,4
culane,culane_driver_100_30frame_05252023_0511.MP4_03300.jpg,0.44,1,0.756,0.416,0.003,4
